2026-05-17 21:01:07 [INFO] Logging initialized: E:\TorBox_Manager\TorBox_Manager_Log.txt
2026-05-17 21:01:07 [INFO] TorBox Manager EchoStorm Edition v0.4.0 starting
2026-05-17 21:59:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:59:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:59:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:00:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:00:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:01:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:01:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:02:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:02:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:03:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:03:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:46 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:04:46 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:04:47 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:05:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:05:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:06:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:06:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:07:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:07:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:08:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:08:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:09:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:09:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:10:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:10:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:47 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:11:47 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:11:49 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:12:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:12:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:13:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:13:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:17 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:17 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:18 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:14:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:14:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:15:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:15:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:16:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:16:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:17:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:17:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:18:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:18:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:19:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:19:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:19:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:19:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:19:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 22:19:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 22:19:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
